gene_id,Not significant,m6A depleted,m6A enriched,msa_var
ENSMUSG00000060377,7,0,0,Not significant
ENSMUSG00000060380,4,0,3,m6A enriched
ENSMUSG00000060397,2,0,5,m6A enriched
ENSMUSG00000060402,1,0,6,m6A enriched
ENSMUSG00000060419,3,4,0,m6A depleted
ENSMUSG00000060424,6,1,0,Not significant
ENSMUSG00000060427,2,0,5,m6A enriched
ENSMUSG00000060429,7,0,0,Not significant
ENSMUSG00000060438,7,0,0,Not significant
ENSMUSG00000060441,3,0,0,Not significant
ENSMUSG00000060445,7,0,0,Not significant
ENSMUSG00000060450,6,1,0,Not significant
ENSMUSG00000060459,2,0,0,Not significant
ENSMUSG00000060461,2,2,0,Not significant
ENSMUSG00000060467,7,0,0,Not significant
ENSMUSG00000060470,7,0,0,Not significant
ENSMUSG00000060475,4,0,3,m6A enriched
ENSMUSG00000060477,5,0,2,Not significant
ENSMUSG00000060487,6,0,1,Not significant
ENSMUSG00000060499,4,0,0,Not significant
ENSMUSG00000060508,2,0,0,Not significant
ENSMUSG00000060510,4,0,3,m6A enriched
ENSMUSG00000060512,4,0,3,m6A enriched
ENSMUSG00000060519,6,0,1,Not significant
ENSMUSG00000060530,4,0,3,m6A enriched
ENSMUSG00000060534,6,1,0,Not significant
ENSMUSG00000060538,1,6,0,m6A depleted
ENSMUSG00000060548,4,0,3,m6A enriched
ENSMUSG00000060550,7,0,0,Not significant
ENSMUSG00000060560,2,0,0,Not significant
ENSMUSG00000060568,1,0,6,m6A enriched
ENSMUSG00000060572,6,1,0,Not significant
ENSMUSG00000060579,7,0,0,Not significant
ENSMUSG00000060586,7,0,0,Not significant
ENSMUSG00000060591,5,2,0,Not significant
ENSMUSG00000060594,5,0,2,Not significant
ENSMUSG00000060600,5,2,0,Not significant
ENSMUSG00000060601,3,4,0,m6A depleted
ENSMUSG00000060621,7,0,0,Not significant
ENSMUSG00000060636,0,7,0,m6A depleted
ENSMUSG00000060639,3,4,0,m6A depleted
ENSMUSG00000060647,5,0,0,Not significant
ENSMUSG00000060657,5,2,0,Not significant
ENSMUSG00000060671,7,0,0,Not significant
ENSMUSG00000060675,7,0,0,Not significant
ENSMUSG00000060678,2,5,0,m6A depleted
ENSMUSG00000060679,3,4,0,m6A depleted
ENSMUSG00000060680,7,0,0,Not significant
ENSMUSG00000060681,1,6,0,m6A depleted
ENSMUSG00000060703,4,3,0,m6A depleted
ENSMUSG00000060708,1,0,6,m6A enriched
ENSMUSG00000060715,1,0,0,Not significant
ENSMUSG00000060716,5,2,0,Not significant
ENSMUSG00000060724,2,0,0,Not significant
ENSMUSG00000060727,7,0,0,Not significant
ENSMUSG00000060730,4,0,0,Not significant
ENSMUSG00000060733,7,0,0,Not significant
ENSMUSG00000060735,4,0,3,m6A enriched
ENSMUSG00000060739,6,1,0,Not significant
ENSMUSG00000060743,4,3,0,m6A depleted
ENSMUSG00000060771,3,2,2,Not significant
ENSMUSG00000060777,2,0,0,Not significant
ENSMUSG00000060780,1,0,6,m6A enriched
ENSMUSG00000060787,5,0,0,Not significant
ENSMUSG00000060791,7,0,0,Not significant
ENSMUSG00000060795,3,0,0,Not significant
ENSMUSG00000060798,7,0,0,Not significant
ENSMUSG00000060802,6,1,0,Not significant
ENSMUSG00000060803,2,5,0,m6A depleted
ENSMUSG00000060807,4,0,0,Not significant
ENSMUSG00000060808,7,0,0,Not significant
ENSMUSG00000060843,3,0,0,Not significant
ENSMUSG00000060860,3,4,0,m6A depleted
ENSMUSG00000060862,7,0,0,Not significant
ENSMUSG00000060882,5,0,2,Not significant
ENSMUSG00000060890,3,0,0,Not significant
ENSMUSG00000060904,1,6,0,m6A depleted
ENSMUSG00000060913,4,0,0,Not significant
ENSMUSG00000060923,7,0,0,Not significant
ENSMUSG00000060924,5,2,0,Not significant
ENSMUSG00000060935,4,0,3,m6A enriched
ENSMUSG00000060938,3,4,0,m6A depleted
ENSMUSG00000060950,5,0,2,Not significant
ENSMUSG00000060961,4,3,0,m6A depleted
ENSMUSG00000060962,7,0,0,Not significant
ENSMUSG00000060969,7,0,0,Not significant
ENSMUSG00000060981,1,6,0,m6A depleted
ENSMUSG00000060985,5,0,2,Not significant
ENSMUSG00000060988,4,3,0,m6A depleted
ENSMUSG00000060989,7,0,0,Not significant
ENSMUSG00000060992,4,3,0,m6A depleted
ENSMUSG00000061013,6,0,1,Not significant
ENSMUSG00000061024,1,0,6,m6A enriched
ENSMUSG00000061028,5,2,0,Not significant
ENSMUSG00000061032,5,1,1,Not significant
ENSMUSG00000061039,5,0,0,Not significant
ENSMUSG00000061046,6,1,0,Not significant
ENSMUSG00000061048,5,0,2,Not significant
ENSMUSG00000061062,7,0,0,Not significant
ENSMUSG00000061065,2,0,0,Not significant
ENSMUSG00000061068,1,0,0,Not significant
ENSMUSG00000061079,7,0,0,Not significant
ENSMUSG00000061080,3,3,1,m6A depleted
ENSMUSG00000061082,2,2,0,Not significant
ENSMUSG00000061086,5,2,0,Not significant
ENSMUSG00000061099,4,0,0,Not significant
ENSMUSG00000061104,7,0,0,Not significant
ENSMUSG00000061111,6,1,0,Not significant
ENSMUSG00000061118,1,0,6,m6A enriched
ENSMUSG00000061119,6,1,0,Not significant
ENSMUSG00000061126,5,0,0,Not significant
ENSMUSG00000061130,1,0,6,m6A enriched
ENSMUSG00000061132,6,1,0,Not significant
ENSMUSG00000061136,5,0,2,Not significant
ENSMUSG00000061143,1,0,6,m6A enriched
ENSMUSG00000061171,3,0,0,Not significant
ENSMUSG00000061175,2,0,5,m6A enriched
ENSMUSG00000061186,6,1,0,Not significant
ENSMUSG00000061207,4,3,0,m6A depleted
ENSMUSG00000061232,7,0,0,Not significant
ENSMUSG00000061242,7,0,0,Not significant
ENSMUSG00000061244,7,0,0,Not significant
ENSMUSG00000061259,2,0,0,Not significant
ENSMUSG00000061273,0,7,0,m6A depleted
ENSMUSG00000061286,5,2,0,Not significant
ENSMUSG00000061288,3,0,4,m6A enriched
ENSMUSG00000061298,6,1,0,Not significant
ENSMUSG00000061306,4,0,3,m6A enriched
ENSMUSG00000061311,7,0,0,Not significant
ENSMUSG00000061313,3,4,0,m6A depleted
ENSMUSG00000061315,2,5,0,m6A depleted
ENSMUSG00000061322,7,0,0,Not significant
ENSMUSG00000061353,7,0,0,Not significant
ENSMUSG00000061356,5,0,0,Not significant
ENSMUSG00000061360,6,1,0,Not significant
ENSMUSG00000061371,3,0,4,m6A enriched
ENSMUSG00000061374,4,0,3,m6A enriched
ENSMUSG00000061390,2,0,0,Not significant
ENSMUSG00000061393,3,0,4,m6A enriched
ENSMUSG00000061397,1,0,0,Not significant
ENSMUSG00000061410,1,0,6,m6A enriched
ENSMUSG00000061411,7,0,0,Not significant
ENSMUSG00000061414,7,0,0,Not significant
ENSMUSG00000061436,7,0,0,Not significant
ENSMUSG00000061451,4,0,3,m6A enriched
ENSMUSG00000061455,7,0,0,Not significant
ENSMUSG00000061458,4,3,0,m6A depleted
ENSMUSG00000061461,4,0,3,m6A enriched
ENSMUSG00000061462,6,0,1,Not significant
ENSMUSG00000061469,3,0,1,Not significant
ENSMUSG00000061474,6,1,0,Not significant
ENSMUSG00000061477,0,7,0,m6A depleted
ENSMUSG00000061479,2,5,0,m6A depleted
ENSMUSG00000061482,4,3,0,m6A depleted
ENSMUSG00000061510,7,0,0,Not significant
ENSMUSG00000061517,2,0,5,m6A enriched
ENSMUSG00000061518,3,4,0,m6A depleted
ENSMUSG00000061520,1,0,0,Not significant
ENSMUSG00000061524,5,0,2,Not significant
ENSMUSG00000061527,3,0,0,Not significant
ENSMUSG00000061531,1,0,0,Not significant
ENSMUSG00000061533,6,0,1,Not significant
ENSMUSG00000061535,7,0,0,Not significant
ENSMUSG00000061536,6,1,0,Not significant
ENSMUSG00000061540,2,0,0,Not significant
ENSMUSG00000061544,0,0,7,m6A enriched
ENSMUSG00000061559,2,5,0,m6A depleted
ENSMUSG00000061576,6,1,0,Not significant
ENSMUSG00000061577,5,0,0,Not significant
ENSMUSG00000061578,7,0,0,Not significant
ENSMUSG00000061584,1,0,0,Not significant
ENSMUSG00000061589,7,0,0,Not significant
ENSMUSG00000061601,2,0,5,m6A enriched
ENSMUSG00000061603,6,0,1,Not significant
ENSMUSG00000061607,7,0,0,Not significant
ENSMUSG00000061613,2,5,0,m6A depleted
ENSMUSG00000061615,5,2,0,Not significant
ENSMUSG00000061616,2,0,0,Not significant
ENSMUSG00000061650,6,0,1,Not significant
ENSMUSG00000061654,6,0,1,Not significant
ENSMUSG00000061665,7,0,0,Not significant
ENSMUSG00000061666,2,5,0,m6A depleted
ENSMUSG00000061669,7,0,0,Not significant
ENSMUSG00000061684,5,0,0,Not significant
ENSMUSG00000061689,7,0,0,Not significant
ENSMUSG00000061702,6,1,0,Not significant
ENSMUSG00000061718,7,0,0,Not significant
ENSMUSG00000061723,7,0,0,Not significant
ENSMUSG00000061724,7,0,0,Not significant
ENSMUSG00000061728,5,0,0,Not significant
ENSMUSG00000061731,4,0,3,m6A enriched
ENSMUSG00000061740,5,2,0,Not significant
ENSMUSG00000061742,3,0,0,Not significant
ENSMUSG00000061751,4,3,0,m6A depleted
ENSMUSG00000061755,0,0,7,m6A enriched
ENSMUSG00000061758,6,1,0,Not significant
ENSMUSG00000061759,6,0,1,Not significant
ENSMUSG00000061762,3,2,0,Not significant
ENSMUSG00000061778,2,3,2,m6A depleted
ENSMUSG00000061787,1,6,0,m6A depleted
ENSMUSG00000061802,3,0,0,Not significant
ENSMUSG00000061808,3,4,0,m6A depleted
ENSMUSG00000061815,7,0,0,Not significant
ENSMUSG00000061816,5,0,0,Not significant
ENSMUSG00000061833,5,0,0,Not significant
ENSMUSG00000061838,3,4,0,m6A depleted
ENSMUSG00000061843,2,0,0,Not significant
ENSMUSG00000061848,7,0,0,Not significant
ENSMUSG00000061859,7,0,0,Not significant
ENSMUSG00000061863,1,0,0,Not significant
ENSMUSG00000061877,2,0,0,Not significant
ENSMUSG00000061878,7,0,0,Not significant
ENSMUSG00000061882,7,0,0,Not significant
ENSMUSG00000061887,5,0,2,Not significant
ENSMUSG00000061894,1,0,6,m6A enriched
ENSMUSG00000061897,1,0,6,m6A enriched
ENSMUSG00000061898,2,0,5,m6A enriched
ENSMUSG00000061904,0,7,0,m6A depleted
ENSMUSG00000061911,5,0,2,Not significant
ENSMUSG00000061947,4,0,2,Not significant
ENSMUSG00000061950,7,0,0,Not significant
ENSMUSG00000061959,2,0,0,Not significant
ENSMUSG00000061961,2,0,0,Not significant
ENSMUSG00000061979,6,0,1,Not significant
ENSMUSG00000061981,4,3,0,m6A depleted
ENSMUSG00000061983,1,6,0,m6A depleted
ENSMUSG00000061984,2,0,0,Not significant
ENSMUSG00000061988,3,0,0,Not significant
ENSMUSG00000061991,5,2,0,Not significant
ENSMUSG00000061992,2,0,0,Not significant
ENSMUSG00000062006,2,5,0,m6A depleted
ENSMUSG00000062007,5,0,0,Not significant
ENSMUSG00000062012,2,0,5,m6A enriched
ENSMUSG00000062014,2,5,0,m6A depleted
ENSMUSG00000062017,2,0,0,Not significant
ENSMUSG00000062028,5,0,0,Not significant
ENSMUSG00000062031,5,2,0,Not significant
ENSMUSG00000062040,2,0,5,m6A enriched
ENSMUSG00000062044,5,0,2,Not significant
ENSMUSG00000062046,2,0,0,Not significant
ENSMUSG00000062054,3,4,0,m6A depleted
ENSMUSG00000062061,4,0,0,Not significant
ENSMUSG00000062064,2,0,0,Not significant
ENSMUSG00000062070,1,6,0,m6A depleted
ENSMUSG00000062073,7,0,0,Not significant
ENSMUSG00000062074,7,0,0,Not significant
ENSMUSG00000062075,7,0,0,Not significant
ENSMUSG00000062077,5,0,0,Not significant
ENSMUSG00000062078,7,0,0,Not significant
ENSMUSG00000062081,5,0,2,Not significant
ENSMUSG00000062082,1,0,0,Not significant
ENSMUSG00000062083,5,0,0,Not significant
ENSMUSG00000062093,7,0,0,Not significant
ENSMUSG00000062098,1,0,6,m6A enriched
ENSMUSG00000062101,7,0,0,Not significant
ENSMUSG00000062110,7,0,0,Not significant
ENSMUSG00000062115,1,0,6,m6A enriched
ENSMUSG00000062116,0,0,7,m6A enriched
ENSMUSG00000062127,2,0,5,m6A enriched
ENSMUSG00000062132,5,0,0,Not significant
ENSMUSG00000062151,5,0,2,Not significant
ENSMUSG00000062154,3,0,0,Not significant
ENSMUSG00000062157,7,0,0,Not significant
ENSMUSG00000062168,7,0,0,Not significant
ENSMUSG00000062169,1,6,0,m6A depleted
ENSMUSG00000062170,3,2,0,Not significant
ENSMUSG00000062175,7,0,0,Not significant
ENSMUSG00000062184,7,0,0,Not significant
ENSMUSG00000062186,2,0,0,Not significant
ENSMUSG00000062190,5,0,2,Not significant
ENSMUSG00000062198,5,2,0,Not significant
ENSMUSG00000062200,4,0,0,Not significant
ENSMUSG00000062201,2,0,0,Not significant
ENSMUSG00000062202,3,0,4,m6A enriched
ENSMUSG00000062203,6,0,1,Not significant
ENSMUSG00000062209,6,0,1,Not significant
ENSMUSG00000062210,2,0,5,m6A enriched
ENSMUSG00000062232,6,0,1,Not significant
ENSMUSG00000062234,7,0,0,Not significant
ENSMUSG00000062248,4,3,0,m6A depleted
ENSMUSG00000062252,7,0,0,Not significant
ENSMUSG00000062257,6,0,1,Not significant
ENSMUSG00000062270,4,3,0,m6A depleted
ENSMUSG00000062284,7,0,0,Not significant
ENSMUSG00000062296,7,0,0,Not significant
ENSMUSG00000062300,6,0,1,Not significant
ENSMUSG00000062309,2,0,5,m6A enriched
ENSMUSG00000062310,3,0,0,Not significant
ENSMUSG00000062312,6,0,1,Not significant
ENSMUSG00000062319,3,0,0,Not significant
ENSMUSG00000062327,3,0,0,Not significant
ENSMUSG00000062328,1,6,0,m6A depleted
ENSMUSG00000062329,3,0,0,Not significant
ENSMUSG00000062342,4,0,0,Not significant
ENSMUSG00000062345,2,0,0,Not significant
ENSMUSG00000062352,5,2,0,Not significant
ENSMUSG00000062353,7,0,0,Not significant
ENSMUSG00000062372,4,3,0,m6A depleted
ENSMUSG00000062373,0,7,0,m6A depleted
ENSMUSG00000062376,1,0,6,m6A enriched
ENSMUSG00000062380,7,0,0,Not significant
ENSMUSG00000062382,7,0,0,Not significant
ENSMUSG00000062391,3,0,0,Not significant
ENSMUSG00000062393,7,0,0,Not significant
ENSMUSG00000062397,1,6,0,m6A depleted
ENSMUSG00000062410,2,0,0,Not significant
ENSMUSG00000062421,3,4,0,m6A depleted
ENSMUSG00000062432,5,0,0,Not significant
ENSMUSG00000062438,2,0,0,Not significant
ENSMUSG00000062444,4,3,0,m6A depleted
ENSMUSG00000062456,7,0,0,Not significant
ENSMUSG00000062458,1,0,0,Not significant
ENSMUSG00000062461,3,0,0,Not significant
ENSMUSG00000062470,5,0,2,Not significant
ENSMUSG00000062480,7,0,0,Not significant
ENSMUSG00000062488,0,0,3,m6A enriched
ENSMUSG00000062510,7,0,0,Not significant
ENSMUSG00000062515,3,0,0,Not significant
ENSMUSG00000062518,6,0,0,Not significant
ENSMUSG00000062519,6,0,1,Not significant
ENSMUSG00000062524,2,0,0,Not significant
ENSMUSG00000062526,7,0,0,Not significant
ENSMUSG00000062542,7,0,0,Not significant
ENSMUSG00000062545,1,0,2,Not significant
ENSMUSG00000062554,7,0,0,Not significant
ENSMUSG00000062561,5,0,0,Not significant
ENSMUSG00000062563,5,0,2,Not significant
ENSMUSG00000062580,7,0,0,Not significant
ENSMUSG00000062585,3,0,0,Not significant
ENSMUSG00000062588,7,0,0,Not significant
ENSMUSG00000062590,3,4,0,m6A depleted
ENSMUSG00000062591,7,0,0,Not significant
ENSMUSG00000062604,6,0,1,Not significant
ENSMUSG00000062609,1,0,0,Not significant
ENSMUSG00000062611,4,3,0,m6A depleted
ENSMUSG00000062619,4,1,2,Not significant
ENSMUSG00000062627,6,0,1,Not significant
ENSMUSG00000062638,2,0,0,Not significant
ENSMUSG00000062646,7,0,0,Not significant
ENSMUSG00000062647,2,5,0,m6A depleted
ENSMUSG00000062661,7,0,0,Not significant
ENSMUSG00000062683,1,6,0,m6A depleted
ENSMUSG00000062691,3,4,0,m6A depleted
ENSMUSG00000062694,1,0,0,Not significant
ENSMUSG00000062704,5,0,0,Not significant
ENSMUSG00000062713,7,0,0,Not significant
ENSMUSG00000062727,5,2,0,Not significant
ENSMUSG00000062729,5,2,0,Not significant
ENSMUSG00000062742,1,0,0,Not significant
ENSMUSG00000062743,5,0,2,Not significant
ENSMUSG00000062751,2,0,0,Not significant
ENSMUSG00000062753,3,4,0,m6A depleted
ENSMUSG00000062760,7,0,0,Not significant
ENSMUSG00000062761,5,2,0,Not significant
ENSMUSG00000062762,0,7,0,m6A depleted
ENSMUSG00000062773,2,0,0,Not significant
ENSMUSG00000062778,3,0,0,Not significant
ENSMUSG00000062782,2,0,0,Not significant
ENSMUSG00000062785,7,0,0,Not significant
ENSMUSG00000062794,3,0,4,m6A enriched
ENSMUSG00000062797,3,4,0,m6A depleted
ENSMUSG00000062822,5,2,0,Not significant
ENSMUSG00000062825,3,4,0,m6A depleted
ENSMUSG00000062846,7,0,0,Not significant
ENSMUSG00000062859,7,0,0,Not significant
ENSMUSG00000062861,0,0,7,m6A enriched
ENSMUSG00000062866,5,0,2,Not significant
ENSMUSG00000062867,1,6,0,m6A depleted
ENSMUSG00000062896,5,0,0,Not significant
ENSMUSG00000062901,5,0,2,Not significant
ENSMUSG00000062905,2,0,0,Not significant
ENSMUSG00000062906,3,4,0,m6A depleted
ENSMUSG00000062908,4,3,0,m6A depleted
ENSMUSG00000062929,7,0,0,Not significant
ENSMUSG00000062931,7,0,0,Not significant
ENSMUSG00000062933,5,2,0,Not significant
ENSMUSG00000062937,4,2,1,Not significant
ENSMUSG00000062939,5,0,0,Not significant
ENSMUSG00000062944,1,0,6,m6A enriched
ENSMUSG00000062949,2,4,1,m6A depleted
ENSMUSG00000062960,6,0,1,Not significant
ENSMUSG00000062961,1,0,6,m6A enriched
ENSMUSG00000062963,5,2,0,Not significant
ENSMUSG00000062980,6,0,1,Not significant
ENSMUSG00000062981,4,3,0,m6A depleted
ENSMUSG00000062991,5,0,2,Not significant
ENSMUSG00000062995,4,3,0,m6A depleted
ENSMUSG00000062997,1,6,0,m6A depleted
ENSMUSG00000063001,3,0,0,Not significant
ENSMUSG00000063011,7,0,0,Not significant
ENSMUSG00000063015,7,0,0,Not significant
ENSMUSG00000063018,5,2,0,Not significant
ENSMUSG00000063019,7,0,0,Not significant
ENSMUSG00000063021,5,2,0,Not significant
ENSMUSG00000063047,2,0,5,m6A enriched
ENSMUSG00000063049,0,0,7,m6A enriched
ENSMUSG00000063052,3,4,0,m6A depleted
ENSMUSG00000063058,4,0,0,Not significant
ENSMUSG00000063060,4,0,3,m6A enriched
ENSMUSG00000063063,2,3,2,m6A depleted
ENSMUSG00000063065,3,4,0,m6A depleted
ENSMUSG00000063077,5,2,0,Not significant
ENSMUSG00000063087,5,0,2,Not significant
ENSMUSG00000063108,3,0,4,m6A enriched
ENSMUSG00000063109,7,0,0,Not significant
ENSMUSG00000063116,2,0,0,Not significant
ENSMUSG00000063129,5,0,0,Not significant
ENSMUSG00000063142,4,3,0,m6A depleted
ENSMUSG00000063145,7,0,0,Not significant
ENSMUSG00000063146,6,0,1,Not significant
ENSMUSG00000063160,6,1,0,Not significant
ENSMUSG00000063171,5,1,1,Not significant
ENSMUSG00000063172,3,4,0,m6A depleted
ENSMUSG00000063179,6,1,0,Not significant
ENSMUSG00000063193,3,0,0,Not significant
ENSMUSG00000063200,4,3,0,m6A depleted
ENSMUSG00000063229,0,7,0,m6A depleted
ENSMUSG00000063234,3,0,0,Not significant
ENSMUSG00000063235,5,0,2,Not significant
ENSMUSG00000063236,4,1,2,Not significant
ENSMUSG00000063239,7,0,0,Not significant
ENSMUSG00000063245,7,0,0,Not significant
ENSMUSG00000063253,7,0,0,Not significant
ENSMUSG00000063260,5,0,2,Not significant
ENSMUSG00000063268,4,0,3,m6A enriched
ENSMUSG00000063273,6,0,1,Not significant
ENSMUSG00000063275,4,3,0,m6A depleted
ENSMUSG00000063281,0,0,7,m6A enriched
ENSMUSG00000063286,0,0,3,m6A enriched
ENSMUSG00000063296,7,0,0,Not significant
ENSMUSG00000063297,7,0,0,Not significant
ENSMUSG00000063314,4,0,0,Not significant
ENSMUSG00000063316,1,6,0,m6A depleted
ENSMUSG00000063317,6,0,1,Not significant
ENSMUSG00000063320,7,0,0,Not significant
ENSMUSG00000063328,2,0,0,Not significant
ENSMUSG00000063334,3,3,1,m6A depleted
ENSMUSG00000063354,6,1,0,Not significant
ENSMUSG00000063358,2,5,0,m6A depleted
ENSMUSG00000063362,6,0,1,Not significant
ENSMUSG00000063364,6,0,1,Not significant
ENSMUSG00000063382,1,0,6,m6A enriched
ENSMUSG00000063383,7,0,0,Not significant
ENSMUSG00000063388,1,0,0,Not significant
ENSMUSG00000063406,7,0,0,Not significant
ENSMUSG00000063409,5,0,0,Not significant
ENSMUSG00000063410,4,3,0,m6A depleted
ENSMUSG00000063412,5,0,0,Not significant
ENSMUSG00000063415,7,0,0,Not significant
ENSMUSG00000063428,3,0,0,Not significant
ENSMUSG00000063430,4,0,3,m6A enriched
ENSMUSG00000063434,5,2,0,Not significant
ENSMUSG00000063439,3,0,4,m6A enriched
ENSMUSG00000063442,1,0,0,Not significant
ENSMUSG00000063445,6,1,0,Not significant
ENSMUSG00000063446,4,3,0,m6A depleted
ENSMUSG00000063447,2,0,0,Not significant
ENSMUSG00000063450,5,1,1,Not significant
ENSMUSG00000063455,7,0,0,Not significant
ENSMUSG00000063457,2,5,0,m6A depleted
ENSMUSG00000063458,7,0,0,Not significant
ENSMUSG00000063480,1,6,0,m6A depleted
ENSMUSG00000063488,4,0,3,m6A enriched
ENSMUSG00000063506,2,0,5,m6A enriched
ENSMUSG00000063511,7,0,0,Not significant
ENSMUSG00000063514,2,0,0,Not significant
ENSMUSG00000063522,3,0,0,Not significant
ENSMUSG00000063524,3,4,0,m6A depleted
ENSMUSG00000063529,3,0,0,Not significant
ENSMUSG00000063531,5,0,2,Not significant
ENSMUSG00000063535,2,0,5,m6A enriched
ENSMUSG00000063548,1,0,0,Not significant
ENSMUSG00000063549,4,0,0,Not significant
ENSMUSG00000063550,4,2,1,Not significant
ENSMUSG00000063556,0,2,0,Not significant
ENSMUSG00000063558,2,3,0,m6A depleted
ENSMUSG00000063564,4,0,3,m6A enriched
ENSMUSG00000063568,4,3,0,m6A depleted
ENSMUSG00000063576,3,4,0,m6A depleted
ENSMUSG00000063583,2,0,0,Not significant
ENSMUSG00000063586,1,0,0,Not significant
ENSMUSG00000063594,7,0,0,Not significant
ENSMUSG00000063600,5,2,0,Not significant
ENSMUSG00000063605,4,0,3,m6A enriched
ENSMUSG00000063611,7,0,0,Not significant
ENSMUSG00000063623,6,0,1,Not significant
ENSMUSG00000063626,6,0,1,Not significant
ENSMUSG00000063632,6,0,1,Not significant
ENSMUSG00000063646,7,0,0,Not significant
ENSMUSG00000063652,7,0,0,Not significant
ENSMUSG00000063656,2,0,0,Not significant
ENSMUSG00000063659,1,0,6,m6A enriched
ENSMUSG00000063661,3,0,0,Not significant
ENSMUSG00000063663,6,0,1,Not significant
ENSMUSG00000063672,5,0,0,Not significant
ENSMUSG00000063681,3,0,4,m6A enriched
ENSMUSG00000063684,7,0,0,Not significant
ENSMUSG00000063687,1,0,6,m6A enriched
ENSMUSG00000063689,5,2,0,Not significant
ENSMUSG00000063694,3,1,3,m6A enriched
